order_id,customer_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,first_order_flag,basket_size,unique_aisles,unique_departments,reordered_items,new_to_customer_items,reorder_share,new_to_customer_share,avg_add_to_cart_order,max_add_to_cart_order
49605,80433,8,0,14,9.0,0,22,14,9,15,7,0.6818181818181818,0.3181818181818182,11.5,22
49606,204424,3,0,18,30.0,0,7,5,5,1,6,0.14285714285714285,0.8571428571428571,4.0,7
49607,48236,16,3,16,7.0,0,36,24,14,18,18,0.5,0.5,18.5,36
49608,3484,52,4,15,8.0,0,5,5,4,4,1,0.8,0.2,3.0,5
49609,175306,15,2,10,8.0,0,16,5,5,9,7,0.5625,0.4375,8.5,16
49610,114652,3,1,13,8.0,0,18,14,9,6,12,0.3333333333333333,0.6666666666666666,9.5,18
49611,165926,1,5,20,,1,8,6,5,0,8,0.0,1.0,4.5,8
49612,15078,12,1,13,28.0,0,4,4,3,1,3,0.25,0.75,2.5,4
49613,47465,1,6,12,,1,6,5,4,0,6,0.0,1.0,3.5,6
49614,6279,1,1,15,,1,12,7,7,0,12,0.0,1.0,6.5,12
49615,116777,9,6,16,2.0,0,9,7,5,3,6,0.3333333333333333,0.6666666666666666,5.0,9
49616,22421,15,6,18,8.0,0,5,5,4,4,1,0.8,0.2,3.0,5
49618,195369,3,3,23,30.0,0,18,11,5,6,12,0.3333333333333333,0.6666666666666666,9.5,18
49619,17991,2,5,15,9.0,0,11,7,4,6,5,0.5454545454545454,0.45454545454545453,6.0,11
49620,83381,23,1,17,7.0,0,8,6,2,6,2,0.75,0.25,4.5,8
49621,53876,1,5,13,,1,6,5,4,0,6,0.0,1.0,3.5,6
49622,204300,12,4,16,5.0,0,8,5,2,3,5,0.375,0.625,4.5,8
49623,102486,8,3,17,30.0,0,9,7,5,5,4,0.5555555555555556,0.4444444444444444,5.0,9
49624,53499,1,2,11,,1,9,9,6,0,9,0.0,1.0,5.0,9
49625,52123,44,3,20,11.0,0,7,7,6,6,1,0.8571428571428571,0.14285714285714285,4.0,7
49627,23148,7,3,17,8.0,0,4,4,3,2,2,0.5,0.5,2.5,4
49628,28778,15,1,10,20.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49629,11119,18,1,14,30.0,0,7,6,5,4,3,0.5714285714285714,0.42857142857142855,4.0,7
49630,128612,5,1,11,2.0,0,11,9,6,3,8,0.2727272727272727,0.7272727272727273,6.0,11
49631,73719,7,3,8,8.0,0,7,3,2,7,0,1.0,0.0,4.0,7
49632,115676,4,3,8,4.0,0,7,6,4,1,6,0.14285714285714285,0.8571428571428571,4.0,7
49633,147752,10,3,21,6.0,0,12,10,6,5,7,0.4166666666666667,0.5833333333333334,6.5,12
49634,11845,65,2,16,11.0,0,12,9,7,12,0,1.0,0.0,6.5,12
49635,140095,11,3,14,17.0,0,23,13,5,12,11,0.5217391304347826,0.4782608695652174,12.0,23
49636,36954,4,2,16,11.0,0,5,2,1,5,0,1.0,0.0,3.0,5
49637,56792,3,5,14,12.0,0,16,13,7,1,15,0.0625,0.9375,8.5,16
49638,175656,7,4,2,4.0,0,11,7,7,8,3,0.7272727272727273,0.2727272727272727,6.0,11
49639,51344,8,1,9,10.0,0,3,3,2,3,0,1.0,0.0,2.0,3
49640,151884,2,1,22,3.0,0,9,8,5,1,8,0.1111111111111111,0.8888888888888888,5.0,9
49641,180636,13,4,10,1.0,0,6,6,5,4,2,0.6666666666666666,0.3333333333333333,3.5,6
49642,34616,20,5,14,5.0,0,16,7,5,16,0,1.0,0.0,8.5,16
49643,162731,13,2,16,1.0,0,9,8,6,3,6,0.3333333333333333,0.6666666666666666,5.0,9
49644,204159,8,2,9,30.0,0,1,1,1,0,1,0.0,1.0,1.0,1
49645,186236,3,0,20,7.0,0,4,3,3,4,0,1.0,0.0,2.5,4
49646,119278,54,2,6,2.0,0,16,9,5,10,6,0.625,0.375,8.5,16
49647,62064,7,2,14,7.0,0,6,6,5,2,4,0.3333333333333333,0.6666666666666666,3.5,6
49648,181784,3,0,15,21.0,0,30,16,7,4,26,0.13333333333333333,0.8666666666666667,15.5,30
49649,115409,7,6,8,18.0,0,6,4,3,3,3,0.5,0.5,3.5,6
49650,87901,36,0,9,4.0,0,18,9,5,9,9,0.5,0.5,9.5,18
49651,140357,34,2,9,7.0,0,12,8,5,8,4,0.6666666666666666,0.3333333333333333,6.5,12
49652,39358,30,6,20,0.0,0,5,5,4,1,4,0.2,0.8,3.0,5
49653,166812,3,6,10,13.0,0,19,14,6,5,14,0.2631578947368421,0.7368421052631579,10.0,19
49654,165996,36,1,14,2.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49655,120692,26,1,20,4.0,0,6,5,3,6,0,1.0,0.0,3.5,6
49658,180979,16,6,22,8.0,0,21,15,9,15,6,0.7142857142857143,0.2857142857142857,11.0,21
49659,200087,7,3,3,3.0,0,11,9,4,4,7,0.36363636363636365,0.6363636363636364,6.0,11
49660,122651,18,1,15,7.0,0,6,4,3,6,0,1.0,0.0,3.5,6
49661,146986,16,2,10,9.0,0,5,5,3,5,0,1.0,0.0,3.0,5
49662,204233,81,6,16,3.0,0,16,12,6,16,0,1.0,0.0,8.5,16
49663,95374,4,0,17,23.0,0,12,8,6,4,8,0.3333333333333333,0.6666666666666666,6.5,12
49664,122260,22,3,11,2.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49665,90834,7,0,11,3.0,0,6,4,3,3,3,0.5,0.5,3.5,6
49666,173203,25,2,7,4.0,0,7,4,4,2,5,0.2857142857142857,0.7142857142857143,4.0,7
49667,148099,4,0,12,14.0,0,10,10,7,1,9,0.1,0.9,5.5,10
49668,10361,11,2,19,10.0,0,15,6,3,8,7,0.5333333333333333,0.4666666666666667,8.0,15
49670,130467,15,4,16,6.0,0,15,11,7,11,4,0.7333333333333333,0.26666666666666666,8.0,15
49671,97114,8,3,12,15.0,0,51,30,12,33,18,0.6470588235294118,0.35294117647058826,26.0,51
49672,196517,4,1,11,30.0,0,37,18,9,13,24,0.35135135135135137,0.6486486486486487,19.0,37
49673,48133,4,2,16,30.0,0,11,10,6,10,1,0.9090909090909091,0.09090909090909091,6.0,11
49675,180988,53,2,8,3.0,0,8,8,3,7,1,0.875,0.125,4.5,8
49676,83694,14,3,14,5.0,0,4,3,3,2,2,0.5,0.5,2.5,4
49677,40699,18,4,22,4.0,0,15,10,5,8,7,0.5333333333333333,0.4666666666666667,8.0,15
49679,66301,6,5,12,30.0,0,18,13,8,15,3,0.8333333333333334,0.16666666666666666,9.5,18
49680,56743,5,6,20,30.0,0,11,11,6,8,3,0.7272727272727273,0.2727272727272727,6.0,11
49681,97122,28,0,21,4.0,0,6,5,4,3,3,0.5,0.5,3.5,6
49683,134008,13,1,16,8.0,0,12,9,6,7,5,0.5833333333333334,0.4166666666666667,6.5,12
49684,41199,2,6,0,19.0,0,14,9,6,9,5,0.6428571428571429,0.35714285714285715,7.5,14
49685,105067,1,6,9,,1,10,10,7,0,10,0.0,1.0,5.5,10
49686,173071,48,5,9,2.0,0,8,4,2,8,0,1.0,0.0,4.5,8
49687,5151,9,4,16,4.0,0,9,6,4,7,2,0.7777777777777778,0.2222222222222222,5.0,9
49688,80701,25,0,8,6.0,0,5,4,4,5,0,1.0,0.0,3.0,5
49689,28464,49,0,10,0.0,0,16,11,6,16,0,1.0,0.0,8.5,16
49690,2211,37,4,13,7.0,0,11,11,7,9,2,0.8181818181818182,0.18181818181818182,6.0,11
49691,160167,2,6,19,30.0,0,1,1,1,0,1,0.0,1.0,1.0,1
49692,111395,3,4,18,2.0,0,4,4,2,2,2,0.5,0.5,2.5,4
49693,158351,19,0,14,9.0,0,13,11,7,10,3,0.7692307692307693,0.23076923076923078,7.0,13
49694,132279,3,2,12,4.0,0,12,7,5,6,6,0.5,0.5,6.5,12
49695,200149,1,0,12,,1,4,3,3,0,4,0.0,1.0,2.5,4
49696,131054,7,1,16,13.0,0,2,2,2,1,1,0.5,0.5,1.5,2
49697,9911,92,0,17,1.0,0,4,2,1,4,0,1.0,0.0,2.5,4
49698,132849,9,2,7,7.0,0,2,2,2,2,0,1.0,0.0,1.5,2
49699,56848,4,1,19,30.0,0,10,9,7,3,7,0.3,0.7,5.5,10
49700,149033,41,0,19,5.0,0,16,14,8,15,1,0.9375,0.0625,8.5,16
49701,127375,4,5,8,8.0,0,6,2,1,5,1,0.8333333333333334,0.16666666666666666,3.5,6
49702,79651,10,4,16,7.0,0,2,2,1,0,2,0.0,1.0,1.5,2
49703,13044,6,5,5,19.0,0,5,5,5,1,4,0.2,0.8,3.0,5
49704,65254,6,2,12,14.0,0,20,12,7,7,13,0.35,0.65,10.5,20
49705,103944,23,3,17,12.0,0,25,12,6,9,16,0.36,0.64,13.0,25
49706,178196,16,2,14,19.0,0,7,6,3,5,2,0.7142857142857143,0.2857142857142857,4.0,7
49707,128953,1,3,16,,1,4,3,2,0,4,0.0,1.0,2.5,4
49708,72490,11,5,12,7.0,0,3,3,2,2,1,0.6666666666666666,0.3333333333333333,2.0,3
49709,34881,9,5,14,9.0,0,9,8,6,8,1,0.8888888888888888,0.1111111111111111,5.0,9
49710,90271,8,2,12,12.0,0,20,15,7,14,6,0.7,0.3,10.5,20
49711,46539,23,0,10,15.0,0,8,6,3,8,0,1.0,0.0,4.5,8
49712,61687,24,6,16,5.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49713,191665,63,5,17,2.0,0,2,2,1,1,1,0.5,0.5,1.5,2
49714,17189,28,5,15,3.0,0,13,5,2,4,9,0.3076923076923077,0.6923076923076923,7.0,13
49715,22744,2,2,16,9.0,0,6,5,5,2,4,0.3333333333333333,0.6666666666666666,3.5,6
49716,24791,47,1,12,8.0,0,28,17,8,25,3,0.8928571428571429,0.10714285714285714,14.5,28
49717,1038,2,5,9,12.0,0,11,8,7,2,9,0.18181818181818182,0.8181818181818182,6.0,11
49718,143399,2,2,15,21.0,0,7,5,5,0,7,0.0,1.0,4.0,7
49719,136217,13,4,10,8.0,0,7,5,3,6,1,0.8571428571428571,0.14285714285714285,4.0,7
49720,166666,14,6,17,6.0,0,23,16,7,4,19,0.17391304347826086,0.8260869565217391,12.0,23
49721,91961,30,2,16,0.0,0,3,1,1,3,0,1.0,0.0,2.0,3
49722,24563,17,3,12,18.0,0,24,18,7,21,3,0.875,0.125,12.5,24
49723,130311,23,6,14,18.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49724,180818,5,6,16,1.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49725,192999,3,0,14,3.0,0,19,11,7,8,11,0.42105263157894735,0.5789473684210527,10.0,19
49726,184772,10,4,9,3.0,0,12,11,7,10,2,0.8333333333333334,0.16666666666666666,6.5,12
49727,195134,8,6,19,30.0,0,21,19,8,14,7,0.6666666666666666,0.3333333333333333,11.0,21
49728,204069,22,3,8,2.0,0,10,9,6,7,3,0.7,0.3,5.5,10
49729,95833,13,6,14,8.0,0,4,4,4,4,0,1.0,0.0,2.5,4
49730,189766,12,5,17,2.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49731,98519,72,5,18,1.0,0,2,2,2,1,1,0.5,0.5,1.5,2
49732,73090,28,5,9,3.0,0,8,6,5,7,1,0.875,0.125,4.5,8
49733,159933,9,6,14,8.0,0,6,3,3,6,0,1.0,0.0,3.5,6
49736,46467,1,4,13,,1,4,4,3,0,4,0.0,1.0,2.5,4
49737,141662,1,5,17,,1,16,13,8,0,16,0.0,1.0,8.5,16
49738,43112,6,1,13,12.0,0,8,8,6,5,3,0.625,0.375,4.5,8
49739,33036,4,6,19,1.0,0,7,7,4,0,7,0.0,1.0,4.0,7
49740,69932,1,4,6,,1,21,11,6,0,21,0.0,1.0,11.0,21
49741,65321,4,4,17,18.0,0,15,13,9,9,6,0.6,0.4,8.0,15
49742,58853,98,3,15,2.0,0,4,4,3,4,0,1.0,0.0,2.5,4
49743,28317,2,3,10,19.0,0,10,9,6,1,9,0.1,0.9,5.5,10
49744,54981,5,3,8,11.0,0,17,14,10,9,8,0.5294117647058824,0.47058823529411764,9.0,17
49745,109196,16,6,16,23.0,0,4,4,3,4,0,1.0,0.0,2.5,4
49746,72601,44,2,16,7.0,0,18,14,7,16,2,0.8888888888888888,0.1111111111111111,9.5,18
49747,21806,15,0,10,15.0,0,26,15,7,15,11,0.5769230769230769,0.4230769230769231,13.5,26
49748,165551,7,0,14,5.0,0,3,3,2,3,0,1.0,0.0,2.0,3
49749,145938,6,0,20,15.0,0,5,4,3,3,2,0.6,0.4,3.0,5
49750,167878,5,4,19,7.0,0,5,4,2,3,2,0.6,0.4,3.0,5
49751,172985,97,0,16,1.0,0,2,2,2,2,0,1.0,0.0,1.5,2
49752,93639,10,2,8,7.0,0,12,7,5,4,8,0.3333333333333333,0.6666666666666666,6.5,12
49753,117698,51,6,20,1.0,0,14,9,5,12,2,0.8571428571428571,0.14285714285714285,7.5,14
49754,115312,44,3,22,1.0,0,6,4,4,6,0,1.0,0.0,3.5,6
49755,175767,2,4,13,4.0,0,9,8,5,3,6,0.3333333333333333,0.6666666666666666,5.0,9
49756,54940,12,4,16,4.0,0,6,4,4,4,2,0.6666666666666666,0.3333333333333333,3.5,6
49757,149024,3,1,17,22.0,0,17,9,6,12,5,0.7058823529411765,0.29411764705882354,9.0,17
49758,97596,2,6,23,25.0,0,35,19,10,10,25,0.2857142857142857,0.7142857142857143,18.0,35
49759,2588,2,5,12,15.0,0,9,6,3,0,9,0.0,1.0,5.0,9
49760,10355,30,6,10,1.0,0,2,1,1,0,2,0.0,1.0,1.5,2
49761,47737,39,4,9,3.0,0,8,7,6,8,0,1.0,0.0,4.5,8
49762,102350,35,1,13,8.0,0,2,2,2,2,0,1.0,0.0,1.5,2
49763,86108,2,3,17,12.0,0,18,14,10,8,10,0.4444444444444444,0.5555555555555556,9.5,18
49764,114566,4,5,16,10.0,0,9,8,6,4,5,0.4444444444444444,0.5555555555555556,5.0,9
49765,201583,20,4,14,7.0,0,19,13,8,13,6,0.6842105263157895,0.3157894736842105,10.0,19
49766,196687,11,3,8,9.0,0,3,3,2,2,1,0.6666666666666666,0.3333333333333333,2.0,3
49767,8507,1,6,13,,1,13,8,5,0,13,0.0,1.0,7.0,13
49768,114749,21,1,22,15.0,0,22,16,8,22,0,1.0,0.0,11.5,22
49769,45784,4,0,20,7.0,0,12,9,4,8,4,0.6666666666666666,0.3333333333333333,6.5,12
49770,151923,11,4,22,30.0,0,2,1,1,2,0,1.0,0.0,1.5,2
49771,40772,3,4,9,7.0,0,5,3,2,2,3,0.4,0.6,3.0,5
49772,118882,6,3,17,30.0,0,4,4,3,3,1,0.75,0.25,2.5,4
49773,135642,6,5,23,3.0,0,7,5,4,3,4,0.42857142857142855,0.5714285714285714,4.0,7
49774,8417,34,5,14,6.0,0,11,7,4,11,0,1.0,0.0,6.0,11
49775,204263,8,1,17,4.0,0,32,24,11,27,5,0.84375,0.15625,16.5,32
49776,14138,33,1,18,8.0,0,8,7,4,5,3,0.625,0.375,4.5,8
49777,45891,36,2,16,4.0,0,7,5,3,5,2,0.7142857142857143,0.2857142857142857,4.0,7
49778,68238,9,0,8,9.0,0,4,4,2,4,0,1.0,0.0,2.5,4
49779,108981,2,0,10,8.0,0,11,7,4,3,8,0.2727272727272727,0.7272727272727273,6.0,11
49780,113352,16,3,10,12.0,0,14,9,5,12,2,0.8571428571428571,0.14285714285714285,7.5,14
49781,148621,6,2,17,30.0,0,12,6,5,3,9,0.25,0.75,6.5,12
49782,60040,1,5,10,,1,10,9,6,0,10,0.0,1.0,5.5,10
49783,127427,13,5,18,6.0,0,12,10,5,12,0,1.0,0.0,6.5,12
49784,108545,9,5,9,26.0,0,14,10,6,13,1,0.9285714285714286,0.07142857142857142,7.5,14
49785,130372,30,1,19,9.0,0,15,9,6,12,3,0.8,0.2,8.0,15
49786,111417,5,1,12,10.0,0,5,3,2,1,4,0.2,0.8,3.0,5
49787,17884,61,5,14,3.0,0,10,6,5,8,2,0.8,0.2,5.5,10
49788,112123,5,0,10,8.0,0,8,6,4,3,5,0.375,0.625,4.5,8
49789,195561,8,3,15,4.0,0,2,2,2,2,0,1.0,0.0,1.5,2
49790,30863,4,6,14,30.0,0,8,4,3,0,8,0.0,1.0,4.5,8
49791,116984,26,6,14,14.0,0,22,14,10,21,1,0.9545454545454546,0.045454545454545456,11.5,22
49792,87604,10,4,16,30.0,0,18,9,5,13,5,0.7222222222222222,0.2777777777777778,9.5,18
49793,126317,25,6,16,30.0,0,2,2,2,2,0,1.0,0.0,1.5,2
49794,99510,3,3,13,15.0,0,7,4,4,1,6,0.14285714285714285,0.8571428571428571,4.0,7
49796,54005,11,2,17,12.0,0,13,11,7,6,7,0.46153846153846156,0.5384615384615384,7.0,13
49797,78939,52,4,8,4.0,0,3,2,2,1,2,0.3333333333333333,0.6666666666666666,2.0,3
49798,172344,15,0,16,5.0,0,13,8,4,3,10,0.23076923076923078,0.7692307692307693,7.0,13
49799,24184,33,2,11,9.0,0,4,3,2,4,0,1.0,0.0,2.5,4
49800,133285,22,6,8,9.0,0,20,16,8,20,0,1.0,0.0,10.5,20
49801,4611,26,2,14,29.0,0,6,6,6,6,0,1.0,0.0,3.5,6
49802,6090,6,0,19,7.0,0,6,6,4,4,2,0.6666666666666666,0.3333333333333333,3.5,6
49803,173517,24,3,10,21.0,0,9,6,6,8,1,0.8888888888888888,0.1111111111111111,5.0,9
49804,1428,57,2,17,1.0,0,11,5,2,1,10,0.09090909090909091,0.9090909090909091,6.0,11
49805,188146,8,2,18,15.0,0,11,9,6,9,2,0.8181818181818182,0.18181818181818182,6.0,11
49806,132413,10,1,18,16.0,0,18,11,4,9,9,0.5,0.5,9.5,18
49808,88045,13,0,13,30.0,0,14,9,7,4,10,0.2857142857142857,0.7142857142857143,7.5,14
49809,119350,15,4,16,3.0,0,10,8,5,9,1,0.9,0.1,5.5,10
49810,75470,6,1,11,4.0,0,10,7,5,8,2,0.8,0.2,5.5,10
49811,128982,6,6,14,7.0,0,8,6,6,8,0,1.0,0.0,4.5,8
49812,84962,11,0,14,19.0,0,3,3,3,3,0,1.0,0.0,2.0,3
49813,169151,8,6,18,6.0,0,16,14,8,13,3,0.8125,0.1875,8.5,16
49814,12160,24,3,11,8.0,0,13,11,7,8,5,0.6153846153846154,0.38461538461538464,7.0,13
49815,135227,32,4,9,1.0,0,1,1,1,0,1,0.0,1.0,1.0,1
49816,175760,19,2,17,4.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49817,60989,7,6,11,30.0,0,2,2,1,2,0,1.0,0.0,1.5,2
49818,117339,4,1,12,14.0,0,22,15,8,11,11,0.5,0.5,11.5,22
49819,124406,10,3,16,30.0,0,2,2,2,2,0,1.0,0.0,1.5,2
49820,158621,2,0,14,12.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49821,135558,3,0,12,30.0,0,12,9,6,6,6,0.5,0.5,6.5,12
49822,7777,22,1,10,13.0,0,21,10,5,17,4,0.8095238095238095,0.19047619047619047,11.0,21
49823,174683,38,5,17,0.0,0,22,8,4,22,0,1.0,0.0,11.5,22
49824,81527,4,5,23,2.0,0,6,6,5,1,5,0.16666666666666666,0.8333333333333334,3.5,6
49825,157565,15,2,15,14.0,0,17,13,7,16,1,0.9411764705882353,0.058823529411764705,9.0,17
49827,189567,1,0,16,,1,6,5,5,0,6,0.0,1.0,3.5,6
49828,107324,11,4,9,30.0,0,12,7,3,4,8,0.3333333333333333,0.6666666666666666,6.5,12
49829,143268,2,4,20,30.0,0,7,5,4,1,6,0.14285714285714285,0.8571428571428571,4.0,7
49830,26765,15,3,12,12.0,0,5,5,4,5,0,1.0,0.0,3.0,5
49831,172084,57,1,15,3.0,0,13,6,4,13,0,1.0,0.0,7.0,13
49832,47836,3,2,12,20.0,0,2,2,2,2,0,1.0,0.0,1.5,2
49833,38755,2,4,15,4.0,0,12,7,4,5,7,0.4166666666666667,0.5833333333333334,6.5,12
49834,21654,4,3,19,3.0,0,12,11,8,7,5,0.5833333333333334,0.4166666666666667,6.5,12
49835,110715,5,2,18,9.0,0,29,20,12,25,4,0.8620689655172413,0.13793103448275862,15.0,29
49836,56604,38,5,13,17.0,0,6,4,2,6,0,1.0,0.0,3.5,6
49837,71641,52,3,13,7.0,0,16,9,4,16,0,1.0,0.0,8.5,16
49838,154482,3,4,12,9.0,0,11,11,7,5,6,0.45454545454545453,0.5454545454545454,6.0,11
49839,86367,30,4,16,4.0,0,20,18,12,15,5,0.75,0.25,10.5,20
49840,58761,1,3,17,,1,28,21,11,0,28,0.0,1.0,14.5,28
49842,12422,9,4,10,5.0,0,19,14,9,12,7,0.631578947368421,0.3684210526315789,10.0,19
49843,172527,5,4,14,14.0,0,16,14,7,15,1,0.9375,0.0625,8.5,16
49845,36361,40,1,8,4.0,0,3,3,1,3,0,1.0,0.0,2.0,3
49846,43281,18,5,16,4.0,0,4,4,3,1,3,0.25,0.75,2.5,4
49847,154375,31,0,15,30.0,0,4,4,4,3,1,0.75,0.25,2.5,4
49848,17032,1,1,6,,1,11,9,7,0,11,0.0,1.0,6.0,11
49849,154583,19,6,11,4.0,0,8,5,3,7,1,0.875,0.125,4.5,8
49850,51498,13,0,23,3.0,0,4,4,4,2,2,0.5,0.5,2.5,4
49851,100244,44,3,10,7.0,0,16,12,8,16,0,1.0,0.0,8.5,16
49852,175587,14,6,16,3.0,0,13,13,8,12,1,0.9230769230769231,0.07692307692307693,7.0,13
49853,79331,24,0,10,7.0,0,13,10,4,11,2,0.8461538461538461,0.15384615384615385,7.0,13
49854,157982,8,6,12,2.0,0,5,4,3,2,3,0.4,0.6,3.0,5
49855,1549,46,6,14,4.0,0,9,6,3,8,1,0.8888888888888888,0.1111111111111111,5.0,9
49856,88833,11,4,18,1.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49857,5360,22,4,11,3.0,0,29,10,5,29,0,1.0,0.0,15.0,29
49858,31302,6,4,10,15.0,0,20,17,9,13,7,0.65,0.35,10.5,20
49859,54599,22,0,18,7.0,0,36,19,8,21,15,0.5833333333333334,0.4166666666666667,18.5,36
49860,114861,9,4,16,5.0,0,4,4,4,4,0,1.0,0.0,2.5,4
49861,14895,7,3,15,21.0,0,2,1,1,0,2,0.0,1.0,1.5,2
49862,128063,37,4,19,7.0,0,18,12,8,14,4,0.7777777777777778,0.2222222222222222,9.5,18
49863,12943,8,4,14,6.0,0,7,4,2,3,4,0.42857142857142855,0.5714285714285714,4.0,7
49864,86132,4,0,15,21.0,0,4,4,3,1,3,0.25,0.75,2.5,4
49865,162600,5,5,2,15.0,0,22,18,9,9,13,0.4090909090909091,0.5909090909090909,11.5,22
49866,15968,7,6,17,7.0,0,18,14,6,15,3,0.8333333333333334,0.16666666666666666,9.5,18
49867,51736,3,0,17,23.0,0,5,5,4,3,2,0.6,0.4,3.0,5
49868,34590,2,0,16,30.0,0,3,3,2,0,3,0.0,1.0,2.0,3
49870,106142,14,2,12,4.0,0,4,4,3,2,2,0.5,0.5,2.5,4
49873,45795,9,2,17,0.0,0,2,2,1,0,2,0.0,1.0,1.5,2
49874,40276,4,0,20,30.0,0,6,5,4,4,2,0.6666666666666666,0.3333333333333333,3.5,6
49875,13217,2,3,11,19.0,0,17,13,5,9,8,0.5294117647058824,0.47058823529411764,9.0,17
49876,178113,75,2,14,1.0,0,5,5,5,5,0,1.0,0.0,3.0,5
49877,30608,27,2,11,5.0,0,3,3,3,1,2,0.3333333333333333,0.6666666666666666,2.0,3
49878,94723,1,0,13,,1,4,3,3,0,4,0.0,1.0,2.5,4
49879,155488,2,6,19,6.0,0,18,9,4,15,3,0.8333333333333334,0.16666666666666666,9.5,18
49880,57980,12,5,11,4.0,0,12,7,6,10,2,0.8333333333333334,0.16666666666666666,6.5,12
49881,85203,16,1,13,6.0,0,5,3,2,3,2,0.6,0.4,3.0,5
49882,150036,36,4,8,3.0,0,3,3,3,3,0,1.0,0.0,2.0,3
49883,64792,18,4,16,1.0,0,7,5,2,7,0,1.0,0.0,4.0,7
49884,135751,44,0,18,5.0,0,5,5,4,4,1,0.8,0.2,3.0,5
49885,187665,15,6,11,12.0,0,13,13,8,13,0,1.0,0.0,7.0,13
49886,44937,1,6,16,,1,30,20,11,0,30,0.0,1.0,15.5,30
49887,21572,14,2,11,4.0,0,15,12,7,5,10,0.3333333333333333,0.6666666666666666,8.0,15
49888,134243,33,6,12,7.0,0,31,18,8,27,4,0.8709677419354839,0.12903225806451613,16.0,31
49889,193059,36,4,6,2.0,0,5,5,4,2,3,0.4,0.6,3.0,5
49890,141128,3,3,18,5.0,0,12,9,6,0,12,0.0,1.0,6.5,12
49891,94978,23,4,23,30.0,0,31,23,9,15,16,0.4838709677419355,0.5161290322580645,16.0,31
49894,1018,85,0,15,2.0,0,11,9,5,4,7,0.36363636363636365,0.6363636363636364,6.0,11
49895,137639,57,5,15,5.0,0,2,2,2,1,1,0.5,0.5,1.5,2
49896,8290,17,6,16,10.0,0,18,13,8,17,1,0.9444444444444444,0.05555555555555555,9.5,18
49898,115982,4,3,15,26.0,0,6,5,4,6,0,1.0,0.0,3.5,6
49899,101063,9,2,18,4.0,0,6,6,5,6,0,1.0,0.0,3.5,6
49900,2424,18,6,13,1.0,0,15,11,7,9,6,0.6,0.4,8.0,15
49901,20721,5,6,1,14.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49902,159436,6,1,17,13.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49903,140976,1,4,15,,1,13,10,9,0,13,0.0,1.0,7.0,13
49904,159100,17,6,15,15.0,0,4,3,2,2,2,0.5,0.5,2.5,4
49905,89005,7,5,19,3.0,0,7,7,5,7,0,1.0,0.0,4.0,7
49906,53170,9,0,11,4.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49907,117876,2,2,9,27.0,0,14,8,6,2,12,0.14285714285714285,0.8571428571428571,7.5,14
49908,13945,14,1,19,8.0,0,5,3,3,4,1,0.8,0.2,3.0,5
49909,171348,21,6,16,16.0,0,5,5,4,5,0,1.0,0.0,3.0,5
49911,26092,85,6,22,1.0,0,4,4,2,4,0,1.0,0.0,2.5,4
49912,179920,30,1,14,6.0,0,5,5,4,4,1,0.8,0.2,3.0,5
49913,166027,40,1,9,7.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49914,176039,38,4,10,4.0,0,12,7,5,12,0,1.0,0.0,6.5,12
49915,137649,39,3,10,6.0,0,11,8,5,7,4,0.6363636363636364,0.36363636363636365,6.0,11
49916,40327,6,3,12,5.0,0,13,8,6,4,9,0.3076923076923077,0.6923076923076923,7.0,13
49917,12666,25,3,13,9.0,0,35,24,13,31,4,0.8857142857142857,0.11428571428571428,18.0,35
49918,67080,28,1,13,3.0,0,8,6,4,5,3,0.625,0.375,4.5,8
49919,147951,5,1,15,12.0,0,9,9,7,8,1,0.8888888888888888,0.1111111111111111,5.0,9
49920,55763,6,0,11,28.0,0,1,1,1,1,0,1.0,0.0,1.0,1
49921,82693,39,2,12,7.0,0,2,2,2,2,0,1.0,0.0,1.5,2
49922,155698,25,4,9,9.0,0,3,3,3,3,0,1.0,0.0,2.0,3
49923,193788,7,5,8,9.0,0,16,14,8,14,2,0.875,0.125,8.5,16
49924,61292,2,6,14,7.0,0,19,14,9,8,11,0.42105263157894735,0.5789473684210527,10.0,19
49925,76333,4,5,9,30.0,0,5,5,5,1,4,0.2,0.8,3.0,5
49928,106722,33,0,20,0.0,0,2,1,1,2,0,1.0,0.0,1.5,2
49929,146836,3,1,7,3.0,0,6,4,3,3,3,0.5,0.5,3.5,6
49930,123623,19,2,10,14.0,0,32,20,10,26,6,0.8125,0.1875,16.5,32
49932,73477,36,3,16,7.0,0,16,11,6,15,1,0.9375,0.0625,8.5,16
